IMAGE,MOS,psnr,ssim,ms_ssim,fsim,vif,pieapp,lpips,topiq_fr,dists,wadiqam_fr,ckdn_imagenet,ahiq,ckdn,cw_ssim,deepdc,gmsd,mad,nlpd,psnry,stlpips,vsi,dmm,ckdn_fixed,ckdn_p0,ckdn_p1
IMG_23_AWGN_6,9.09735261383888,8.799399,0.261785081153714,0.711543075782734,0.7602664,0.16597238,7.817939,0.6919623,0.28193903,0.41157728,-0.113431066,0.00074428425,-0.07004787,0.42983332,0.89342148762155,0.4800471,0.20572546,242.033323144449,0.6742811,12.28974,0.66765463,0.840129504142404,43.07773,6.1969152e-21,0.043373812,1.5169641e-09
IMG_01_BLU_1,67.2794193099014,34.838596,0.990671836342783,0.998674378171812,0.998503,0.9040425,0.33435452,0.033461165,0.88192433,0.029031634,0.0054415204,0.93053436,0.6184128,0.5474427,0.999993761642696,0.0055704117,0.0033746113,0.391056672402551,0.040569473,34.651028,0.021923723,0.999432755438111,0.04252516,0.993246,0.9474048,0.88619834
IMG_01_BLU_2,82.7787161027674,26.935966,0.933129318649984,0.990913277067417,0.9908293,0.7068091,0.9262576,0.16007832,0.7789189,0.12867975,-0.009477034,0.81530833,0.6243214,0.56220514,0.999969104346748,0.046755612,0.0184004,32.490423469403,0.11066508,26.737972,0.1128122,0.996439409558352,0.4059252,0.68239623,0.9312789,0.856411
IMG_01_BLU_3,59.7407088804034,20.923233,0.687480913534957,0.957143031303303,0.96654576,0.46288905,2.0477183,0.45581427,0.5512771,0.22871119,-0.031328063,0.5006197,0.54283935,0.6020519,0.999880132211721,0.19801939,0.05730642,95.1795176604709,0.27254224,20.723799,0.31783772,0.986280194362227,1.8814259,0.488071,0.79117566,0.5542178
IMG_01_BLU_4,37.8387683811909,18.4378,0.410697241358637,0.861058678193001,0.8838516,0.21729097,4.2617297,0.6962218,0.3938055,0.30222946,-0.07931541,0.2636533,0.43407717,0.56248,0.998417612072812,0.3673144,0.13104393,151.349338210767,0.4404211,18.22889,0.625222,0.951355372781831,5.337373,1.4088953e-07,0.46684733,0.00286996
IMG_01_BLU_5,26.3644014857675,17.046564,0.230710484203169,0.698678028670424,0.7188163,0.09624652,6.2993665,0.90405524,0.31283388,0.37209666,-0.10949694,0.00498187,0.24744129,0.33808947,0.982726764743184,0.5285038,0.21946779,185.841654720808,0.63814247,16.860867,0.7665334,0.884049063863005,11.542676,9.567061e-14,0.14474894,9.993805e-08
IMG_01_BLU_6,11.9871522180981,15.639543,0.117845339109562,0.45447758955407,0.49308077,0.029743386,8.4317665,1.1463404,0.26256454,0.46177799,-0.121822774,3.7100895e-07,0.04219622,0.23024513,0.825024624285017,0.6751844,0.27266574,221.053676152011,0.87778014,15.5309925,0.98775876,0.796963406794472,27.368273,3.441973000000001e-17,0.022697795,1.1828694e-09
IMG_02_BLU_1,74.5121258308669,40.181458,0.992532519703013,0.998833318781365,0.9986317,0.93052524,0.2541477,0.015272591,0.9064546,0.0150901675,0.0044655656,0.9480096,0.6299534,0.50645626,0.999984694859231,0.0052928925,0.0020873707,5.01860563910252,0.02852813,40.189026,0.015357057,0.999658403650531,0.026320389,0.9815298,0.9446286,0.9274706
IMG_02_BLU_2,62.4791049535125,28.49218,0.866932465801843,0.977977180731585,0.9768404,0.6242604,1.3757731,0.26849,0.69615704,0.13876551,-0.02961507,0.7065701,0.5331636,0.49092543,0.999870587577069,0.11793327,0.029594649,64.5476091882614,0.12830594,28.468285,0.1708858,0.994131835186399,1.0150508,0.3728481,0.8350389,0.81306624
IMG_02_BLU_3,44.8472960888081,25.169794,0.690025135259001,0.93830942430243,0.94132996,0.3992595,2.529606,0.55992174,0.49583328,0.23873657,-0.066501774,0.47180915,0.4134632,0.45634302,0.99952308513946,0.27433115,0.064704105,113.332894624454,0.21909414,25.136665,0.33723277,0.984491770757666,3.7991307,0.0011963045,0.6483816,0.35796502
IMG_02_BLU_4,42.3582226144991,23.974709,0.586592976216251,0.898030959226433,0.8971937,0.26643565,3.3808308,0.6477963,0.41649714,0.28524864,-0.09296377,0.24784721,0.31310305,0.4188456,0.998406590106851,0.36283225,0.10024986,136.32135625378,0.27896875,23.941113,0.4574364,0.971645136506688,8.0877695,6.684576e-07,0.5197139,0.05548965
IMG_02_BLU_5,18.6023410171546,22.252958,0.449779002705083,0.768250275830923,0.73436093,0.081788555,5.3284707,0.8296238,0.29767582,0.37931025,-0.12350465,0.0025523347,0.08634313,0.36558518,0.962577936129761,0.5228797,0.20528337,179.208714797073,0.4752074,22.28862,0.7386213,0.923950850955558,28.031723,3.601451e-13,0.111905545,0.0004694117
IMG_02_BLU_6,7.90899651568503,20.96024,0.410806722539657,0.675676343754151,0.63401586,0.03503046,5.2325635,0.92209804,0.27182257,0.44030106,-0.12846674,9.657084e-05,-0.03480787,0.37777936,0.818510581546247,0.60454655,0.2510002,198.478134927562,0.5816927,21.118454,0.83660895,0.895362067591618,45.75415,2.6566403e-15,0.054240335,0.00014031972
IMG_03_BLU_1,80.446787409355,38.1866,0.991396490476574,0.998801369334161,0.9979966,0.9129922,0.24702321,0.011057815,0.895241,0.013342619,0.0018605641,0.9376524,0.63896513,0.58355784,0.999991905621879,0.0036659837,0.004136921,8.96462701309605,0.028804611,38.11276,0.013080789,0.999588017037426,0.041064598,0.9995733,0.9588071,0.86415076
IMG_03_BLU_2,55.4330697310854,24.87813,0.775672527128134,0.963601064965756,0.95406395,0.48214737,1.7448627,0.29590148,0.50079304,0.17880994,-0.046871513,0.5704563,0.4710947,0.5333164,0.999714533183517,0.16502124,0.068642154,87.0426792535194,0.17162064,24.76082,0.24414805,0.989477023736854,2.4503686,0.3272559,0.77770454,0.5971389
IMG_03_BLU_3,37.0781225982734,21.895668,0.549668666138028,0.887826351597547,0.87179154,0.21765433,3.527547,0.5779766,0.34943157,0.28838038,-0.08948863,0.2356831,0.2686549,0.3606358,0.996997567760483,0.3954023,0.14107324,142.63401361485,0.30797398,21.746637,0.515941,0.966186566109526,12.377138,8.713958e-08,0.44719398,0.010387931
IMG_03_BLU_4,30.9667485075159,21.57309,0.520434573313774,0.870809448296017,0.85225415,0.18592256,3.9200459,0.6178768,0.3343106,0.30425465,-0.094650336,0.16080211,0.23837681,0.33609203,0.995500962380868,0.4277416,0.15585595,150.094635705202,0.33164442,21.421764,0.5622134,0.960246032136386,15.430431,1.1692341e-08,0.37555417,0.0037975973
IMG_03_BLU_5,16.7928589957309,20.238712,0.414277963673743,0.749736447238656,0.71860594,0.07587317,6.2208543,0.8175163,0.2714695,0.3915934,-0.11236302,0.0037442164,0.08209797,0.28902045,0.949639658630935,0.5930015,0.23448783,181.957880785847,0.48441,20.109272,0.7976093,0.92126820725556,39.912945,3.4165641e-12,0.07865746,4.842288e-05
IMG_03_BLU_6,7.52294894750325,19.223171,0.3742215355425,0.656425709472208,0.6320777,0.040728398,6.210724,0.92944366,0.24540767,0.43582183,-0.11842541,0.00016735312,-0.02028518,0.3243421,0.821403995838398,0.6619686,0.2723338,199.300497733332,0.59411424,19.095594,0.89170074,0.895296974123928,61.98999,6.0045285e-13,0.04293608,2.0332796e-05
IMG_04_BLU_1,78.3171179443678,36.829506,0.994240385244227,0.999181400902679,0.9988496,0.9118445,0.3144223,0.007880268,0.92845833,0.016121507,0.020166999,0.97691965,0.56425816,0.69502926,0.999993690301095,0.0025468469,0.0027657175,1.46469183295061,0.032697726,36.91546,0.008352358,0.999600158301864,0.027535863,0.6179019,0.8937766,0.89356476
IMG_04_BLU_2,62.3386398575722,22.848255,0.820085555335508,0.970472521059259,0.96631837,0.45781013,2.100197,0.22696757,0.60474217,0.19123042,-0.026519006,0.55185026,0.44905922,0.71555734,0.999721565264758,0.096009076,0.05262843,96.9244260467549,0.20540142,22.97018,0.1972042,0.98679469663594,1.8888565,0.0012961031,0.6649568,0.5069644
IMG_04_BLU_3,40.2947466029734,19.984238,0.637493809807387,0.925079359036342,0.91947526,0.28563344,3.508824,0.37340426,0.43151507,0.24730879,-0.060979545,0.35269,0.34964424,0.6742402,0.998908196303292,0.19684446,0.09843108,157.089003988708,0.32648647,20.172386,0.34624285,0.966510940721316,6.20929,5.198893e-10,0.49101096,0.072988816
IMG_04_BLU_4,39.3907259250237,18.770432,0.53184847251592,0.880861321407214,0.86983746,0.20602696,4.4947085,0.4491397,0.3655191,0.27482986,-0.08486913,0.12499985,0.28311497,0.59657234,0.997076873774315,0.24731803,0.13568771,187.398160784577,0.40043578,19.034092,0.45881987,0.94446044826273,11.939526,7.341969e-14,0.33408967,0.0036152622
IMG_04_BLU_5,14.7510849456352,16.003534,0.282751013486495,0.672847423650948,0.65935206,0.075727485,7.7574863,0.6339333,0.25479555,0.3488931,-0.13138415,3.2286476e-05,0.02235104,0.23544474,0.951706202112095,0.3830685,0.23643294,248.263405924961,0.68255293,16.591803,0.83153903,0.850425687053495,41.81472,2.8957168000000004e-22,0.045526717,5.8829826e-08
IMG_04_BLU_6,10.9020069300625,14.664622,0.199581655229622,0.51903715426658,0.5264856,0.037584376,8.897259,0.7244983,0.23201151,0.41049737,-0.14480096,7.107366e-08,-0.13586336,0.21715675,0.818871802812862,0.4558413,0.27137843,275.100130373203,0.8531294,15.404796,0.96220076,0.792625918191501,68.899414,4.3449587e-24,0.020031147,2.9024876e-09
IMG_05_BLU_1,78.8631189937193,37.238766,0.990381628831981,0.998593911223341,0.9975714,0.9018641,0.24396355,0.013127332,0.91956466,0.028539538,0.001739011,0.9685497,0.56827253,0.605309,0.999263890817717,0.0054662824,0.0043369518,5.62199373800935,0.028167909,37.302834,0.01292083,0.999509702573902,0.02394085,0.9988165,0.9679366,0.95170534
IMG_05_BLU_2,62.1186108721997,24.079773,0.758674857672468,0.959910547044926,0.9466732,0.46062407,1.5896467,0.29074475,0.61663383,0.21311319,-0.04368324,0.64578277,0.4311172,0.53882605,0.996808809889758,0.20879161,0.06799661,86.5947659563576,0.1709142,24.129934,0.20560874,0.987783970653125,1.5679214,0.05419719,0.77991533,0.6584958
IMG_05_BLU_3,32.4798760320763,21.50838,0.558405863321667,0.886536398632404,0.8531917,0.20214577,3.199117,0.5349371,0.4066277,0.28981632,-0.077414036,0.22734661,0.3029476,0.4218845,0.990822686475976,0.42339933,0.14633268,133.565333177134,0.2921369,21.534777,0.43566042,0.9629951387307,7.7668943,6.7034246e-11,0.23372482,0.033178844
IMG_05_BLU_4,35.0902725503198,21.257399,0.535298949283856,0.870979143404562,0.83100814,0.17204274,3.525612,0.5592163,0.38466036,0.3053177,-0.08134649,0.14471085,0.27974015,0.40513897,0.989396608927465,0.4532097,0.16307801,139.221160591572,0.3116669,21.275805,0.47877848,0.956922771886973,9.756375,3.8619897e-12,0.17333417,0.012394749
IMG_05_BLU_5,20.104766377869,20.233566,0.464098148041345,0.773664229137742,0.6952594,0.06829182,5.7270994,0.7115973,0.29247403,0.4014532,-0.099325575,0.001796457,0.19008961,0.3655589,0.947146146211955,0.60713625,0.2490889,165.428610109179,0.44134504,20.340504,0.68405026,0.91930034695049,24.810741,2.5023625e-17,0.044648517,3.0120384e-05
IMG_05_BLU_6,10.2271526944398,19.12771,0.435788009537435,0.699448218620625,0.6130423,0.03369122,5.6991324,0.8214418,0.25678784,0.44835413,-0.10718718,9.060035e-05,0.12875931,0.3764777,0.782104296634435,0.6907779,0.29182392,181.385761218834,0.5450697,19.50562,0.7623284,0.892134840402691,36.539745,2.1051025e-18,0.028946258,4.8103325e-06
IMG_06_BLU_1,91.3864028002606,36.40144,0.992463530771855,0.999079967165868,0.99799854,0.9026655,0.20940295,0.009979334,0.9359848,0.00952816,0.011956456,0.96997166,0.49668914,0.62326115,0.999989110324688,0.0038350224,0.0051889415,21.9202119007452,0.027970474,36.785767,0.0074757608,0.999408965303568,0.038466845,0.99917006,0.98183006,0.9171771
IMG_06_BLU_2,78.7022459737258,22.845043,0.82824846081457,0.972496937358221,0.958583,0.47401828,1.9579146,0.27433744,0.61339825,0.14458984,-0.04839582,0.54689837,0.37692806,0.5965027,0.999722788046695,0.13394296,0.06571176,124.075661530715,0.16961896,23.240952,0.19172513,0.98502478375057,2.6354077,0.46872416,0.81520146,0.6333743
IMG_06_BLU_3,47.6175449454239,19.862883,0.655250393461263,0.920062581033365,0.8907691,0.26020426,3.9684422,0.5048028,0.43558592,0.23813677,-0.096499234,0.21877372,0.26656482,0.45358843,0.998225575386844,0.2879902,0.12811907,193.785677985432,0.29606694,20.28531,0.44882855,0.958586110624727,12.857698,3.0157288e-08,0.41571087,0.08930856
IMG_06_BLU_4,37.7496481941202,18.828686,0.570861664752587,0.874685643154245,0.83238393,0.1760896,5.213248,0.60687107,0.3625387,0.28045654,-0.11161473,0.04656116,0.18902373,0.3542714,0.994101453038502,0.36981255,0.16966243,222.015600103403,0.3698625,19.266356,0.6008951,0.93486228986768,25.644274,1.6678562e-12,0.2286131,0.0055564875
IMG_06_BLU_5,22.9532833761769,17.172161,0.41720706420466,0.743138777104115,0.6997111,0.07414033,8.134146,0.7828942,0.26991147,0.3709659,-0.12933275,0.00040002703,-0.002120461,0.27775905,0.938932308344361,0.51113784,0.24756761,258.771872766566,0.5653048,17.624886,0.8105089,0.880656918279589,65.694405,4.1506677e-19,0.05440747,1.9439676e-05
IMG_06_BLU_6,13.0934327754099,15.507845,0.353588307313199,0.623357508257951,0.59884626,0.03597762,8.562306,0.8622472,0.24757512,0.44433802,-0.13990767,7.169326e-06,-0.13207415,0.2935339,0.748114216744918,0.58051133,0.29298687,279.214425383201,0.75188744,15.900778,0.89375937,0.841411939243905,107.03821,5.7963096e-22,0.030107215,3.2961184e-06
IMG_07_BLU_1,75.94466305127,38.330322,0.991549488202696,0.998822189465343,0.998324,0.92190915,0.19071628,0.013756262,0.910049,0.012285471,0.004252942,0.95657545,0.54775375,0.55521464,0.999983894954392,0.0047464967,0.0033352727,14.5315610278097,0.028586483,38.566517,0.012412609,0.999589561847439,0.038997695,0.9180808,0.9634635,0.92024726
IMG_07_BLU_2,67.721734166651,25.018654,0.781683257189086,0.965181660215236,0.96013415,0.51085335,1.5225161,0.36278978,0.5476439,0.17146504,-0.045678776,0.5963387,0.38409537,0.4930795,0.999749576120627,0.1764679,0.053809397,91.1070107709979,0.17167519,25.260532,0.22891602,0.989272616994725,2.338949,0.0077362917,0.81614137,0.5758483
IMG_07_BLU_3,41.5040803420615,22.505007,0.592800811636679,0.90872702746495,0.8999298,0.2665608,2.884962,0.60478723,0.39402562,0.2552604,-0.08886291,0.2796602,0.2707308,0.39654237,0.998351959572795,0.33427018,0.10684461,138.495852502219,0.2797737,22.780437,0.44094288,0.970759644061335,8.587928,3.3327874e-09,0.46891207,0.055616558
IMG_07_BLU_4,41.0617540796481,21.95557,0.543146979710229,0.880556362465605,0.8649197,0.19764939,3.4392612,0.66988075,0.35649982,0.28766382,-0.100565225,0.12694333,0.22643156,0.36561465,0.996216126308839,0.38572884,0.13506798,152.200137038685,0.318896,22.240637,0.52163476,0.959610899713162,12.973278,1.9931693e-11,0.30541956,0.009422456
IMG_07_BLU_5,22.1422586813836,20.71945,0.454322509023314,0.780204801745533,0.74558234,0.07638957,4.9761095,0.85074574,0.2703106,0.38098282,-0.11693034,0.0023827427,0.103662945,0.32748246,0.955138975932994,0.5250399,0.21393904,181.767361359779,0.47662672,21.035477,0.70468366,0.92355331125897,31.669641,4.020317e-16,0.07034037,5.081452e-05
IMG_07_BLU_6,9.69337407135895,18.876759,0.415409559743023,0.683915528205449,0.6391242,0.032667626,5.0707245,0.93842936,0.25151563,0.4653505,-0.12358301,0.00010149764,-0.008112883,0.33752128,0.758852821377678,0.61728334,0.26146293,199.816439933209,0.62010545,19.202396,0.7766657,0.893216822883011,52.977818,9.778182e-18,0.038240336,1.1283255e-05
IMG_08_BLU_1,81.9825489420667,37.994057,0.992216268865896,0.998648815992938,0.99823195,0.9214153,0.1714165,0.00963457,0.9155616,0.009980798,0.004449089,0.9548181,0.5717587,0.5974505,0.999966708195359,0.0044189095,0.0045407186,16.3768082131776,0.02529993,38.42461,0.015199326,0.999550817288724,0.031340946,0.9956938,0.9211601,0.90262794
IMG_08_BLU_2,71.8583158260647,24.64465,0.795646223845043,0.959012743841197,0.95692664,0.535655,1.5107665,0.2630848,0.60549945,0.14035219,-0.053539377,0.5931125,0.42480084,0.50781536,0.999690278195938,0.15721148,0.06777381,94.7739126838189,0.1531868,25.068207,0.23494005,0.988716060786615,2.0186164,0.05984028,0.74371576,0.5328925
IMG_08_BLU_3,44.8822548518631,22.060663,0.601341379213363,0.889383662831151,0.888203,0.28888735,2.9296167,0.5200495,0.42242676,0.24630481,-0.09844178,0.2598958,0.306631,0.4091853,0.99823803290805,0.35962403,0.12886262,144.798808478646,0.25835645,22.490002,0.47419435,0.968963663530495,8.287915,4.0197776e-07,0.3982318,0.045640647
IMG_08_BLU_4,39.3309816814189,21.519016,0.5472219320281,0.85480018762189,0.8464705,0.21366256,3.4600272,0.58315426,0.38146824,0.2802772,-0.1085921,0.13025315,0.25089088,0.38266516,0.995965859712659,0.42992353,0.16168126,159.084444334049,0.2973774,21.948374,0.57796264,0.956551491632822,13.341286,1.0568007e-08,0.23156022,0.0113362465
IMG_08_BLU_5,24.1744460674416,20.505882,0.456725220519686,0.747465736655952,0.7054664,0.07770324,4.4716973,0.7503257,0.29084894,0.37200242,-0.12454328,0.0047030617,0.1061659,0.36692792,0.951753922994061,0.5947149,0.24024652,187.248923756662,0.45995814,20.937605,0.7879245,0.918200604903626,34.762085,1.9880094e-11,0.03909313,0.00039235828
IMG_08_BLU_6,16.8566926156761,19.094507,0.426652103789574,0.681318617324089,0.6193203,0.035530087,4.304453,0.8380303,0.2573841,0.42369312,-0.13211937,0.0004941101,0.0014895125,0.36615685,0.788381983560636,0.6702661,0.27258343,202.469585207277,0.5812249,19.48367,0.83487177,0.893926767912738,51.347046,2.9465267e-12,0.025007756,0.00019883057
IMG_09_BLU_1,90.4013466554237,39.77293,0.995255595100972,0.999358943890923,0.9984369,0.92332494,0.20957941,0.005972019,0.9301649,0.012182891,0.005346377,0.9795839,0.55210394,0.6157373,0.99996807780326,0.0038219094,0.0041964245,14.8846229449864,0.021649431,39.916954,0.0041752504,0.999651436480522,0.03494209,0.99999475,0.9826329,0.9369723
IMG_09_BLU_2,64.2423077424191,26.09376,0.908596637021772,0.983877780545935,0.9663148,0.5786973,1.5477787,0.15168686,0.6252076,0.1336906,-0.051383123,0.6814695,0.39522097,0.5782861,0.999676441303825,0.112668395,0.05757649,107.482738628712,0.11902368,26.204653,0.116516925,0.991138572447147,1.9829743,0.51234806,0.9117026,0.7986364
IMG_09_BLU_3,44.5980045697756,22.619722,0.802566553199106,0.95000218232547,0.9076559,0.36977527,3.1943104,0.32175392,0.41070184,0.23305708,-0.09694122,0.3968167,0.26667467,0.4547591,0.998311373693844,0.26193303,0.12809479,171.055538334679,0.21463774,22.726841,0.3216309,0.97203797989011,9.253375,2.3432494e-07,0.45136055,0.30021793
IMG_09_BLU_4,28.6861584756011,21.61852,0.758554262961941,0.927766072105377,0.87094134,0.2994033,3.9269757,0.38682202,0.36352205,0.2666875,-0.10658506,0.25395128,0.2068275,0.39385107,0.996337663496992,0.31825197,0.16428953,189.59370042029,0.26179978,21.727482,0.4236554,0.959155141808458,16.101723,7.575791e-11,0.30367434,0.16767147
IMG_09_BLU_5,21.5856373603263,19.674189,0.655045145658953,0.838188493992763,0.7595268,0.15651928,5.7974906,0.57288826,0.28313705,0.35966814,-0.12175096,0.019949842,0.035947714,0.3255741,0.962884033903232,0.4787472,0.23156753,221.983510466487,0.42370814,19.8182,0.65389466,0.921831490040647,47.52842,6.851267e-17,0.10940558,0.03164503
IMG_09_BLU_6,12.1959493301056,18.03131,0.590930952928867,0.7276955265104,0.6700467,0.08051169,6.0054593,0.7214044,0.24798512,0.42002416,-0.13042817,0.0015035055,-0.10569184,0.32611912,0.822385623391517,0.5710766,0.27552125,243.114817189765,0.59383696,18.161093,0.76355976,0.893980165722959,80.05741,2.6974738e-18,0.044284932,0.012465979
IMG_10_BLU_1,87.7309351170408,35.212734,0.993224527897719,0.998986078402896,0.9968642,0.8621569,0.107432626,0.007958296,0.91735077,0.027813971,-0.00748463,0.96754074,0.5820274,0.5564673,0.993572488212202,0.006239891,0.009445161,0,0.02339213,35.234894,0.006024856,0.999262173400551,0.04729678,0.94170845,0.9597817,0.9479153
IMG_10_BLU_2,63.96829373869,22.058527,0.868494942093221,0.977530068018669,0.9528451,0.42966047,2.1330755,0.20465545,0.5683864,0.20300508,-0.037137836,0.63731086,0.46801686,0.5276684,0.974505488520272,0.20056248,0.07549375,0,0.13943404,22.069157,0.12899293,0.984678125851249,2.7663145,0.42808792,0.8884819,0.8053018
IMG_10_BLU_3,35.8444982479168,19.778263,0.764956634200947,0.945392215484546,0.902132,0.23568818,4.5245585,0.33345664,0.4030247,0.30596143,-0.057421897,0.32949975,0.36207563,0.44210163,0.947909014047761,0.46205157,0.122797266,0,0.24342406,19.794952,0.25348496,0.965015168607318,11.616855,0.0008746598,0.37134033,0.13706085
IMG_10_BLU_4,35.9738940035298,19.32975,0.736453484522872,0.929400834886856,0.87062514,0.18258733,5.639476,0.36271703,0.370385,0.3312465,-0.06254163,0.21744442,0.31851837,0.40962815,0.93969168008337,0.54117537,0.14799577,0,0.28368735,19.349243,0.28937432,0.952268037876025,19.788511,8.32622e-05,0.26964495,0.05056142
IMG_10_BLU_5,24.6166730644952,18.55725,0.688770108790889,0.872725316522984,0.7867009,0.08705289,8.240599,0.46554753,0.30677146,0.4092313,-0.07502621,0.01664429,0.21266928,0.3849944,0.896258622761179,0.6795472,0.20709062,0,0.393153,18.579062,0.38309312,0.913266090103421,49.77173,4.948892e-07,0.11905414,0.007040153
IMG_10_BLU_6,20.2262893221325,17.736753,0.664858989119378,0.794159336708075,0.69271046,0.053417798,7.8672104,0.5067386,0.2688469,0.45401,-0.08180586,0.0060056336,0.12908053,0.4000786,0.716120443268125,0.7144599,0.273811,0,0.5180484,17.738174,0.4411237,0.868315838420457,57.5684,6.553697e-08,0.07476,0.0072969133
IMG_11_BLU_1,86.6936410305578,43.203293,0.995660234937367,0.999416268604641,0.99914545,0.9049367,0.23016821,0.004139919,0.9399087,0.010474205,-0.0015383097,0.96489143,0.44566393,0.5684942,0.991705796197502,0.00476408,0.0038619589,18.7972295877286,0.018467411,43.45082,0.0021606614,0.99984288533967,0.014632182,0.86562943,0.89872783,0.8876454
IMG_11_BLU_2,73.2951702255827,29.708866,0.952951702760053,0.991357275290915,0.9844135,0.5623442,1.5892727,0.102995,0.6850621,0.11454898,-0.029278181,0.78502697,0.389646,0.5516276,0.973679634741835,0.10584289,0.039888605,113.51865136832,0.088697545,29.897774,0.06721471,0.99666597971251,0.7903409,0.30026972,0.80686575,0.8490658
IMG_11_BLU_3,53.9289227857532,26.51073,0.908490797033285,0.976211814373453,0.9569734,0.3560461,2.73292,0.20760714,0.4998219,0.18392015,-0.055948317,0.4576805,0.34757122,0.5045436,0.962431496396151,0.22418529,0.074060224,175.014628488191,0.15152669,26.746876,0.19382086,0.991042633345675,3.6779995,0.003999511,0.46879476,0.6253336
IMG_11_BLU_4,35.2776765950247,25.643675,0.891488546605177,0.966959683118147,0.9389711,0.28807384,3.1795037,0.24589823,0.45187575,0.21063787,-0.061845057,0.33101574,0.32576555,0.47482222,0.957377311154885,0.2676798,0.09453927,192.902355490069,0.17927697,25.915245,0.25060618,0.987566660847526,6.1250334,0.00046010324,0.34222785,0.45628598
IMG_11_BLU_5,26.726495552396,23.73626,0.849494993197919,0.930895676267684,0.87893826,0.15075792,4.149295,0.35600764,0.34261858,0.29076707,-0.071679056,0.12120626,0.24978833,0.42108238,0.930793659411454,0.38704193,0.15247782,221.7163107561,0.27776793,24.193867,0.36073798,0.975935362199325,17.705053,4.3238238e-06,0.16771825,0.19687729
IMG_11_BLU_6,22.350024274024,22.194681,0.822900362600335,0.896318087708873,0.834381,0.09386895,4.3752904,0.42101026,0.28800526,0.34063017,-0.07770779,0.062952444,0.1921896,0.42058027,0.857794015872683,0.44707662,0.18740058,239.887193682392,0.36474812,22.82837,0.40074208,0.966047645372119,28.27996,8.215732e-07,0.12938082,0.14038704
IMG_12_BLU_1,80.2200150743675,42.827972,0.995792984024033,0.999548700555952,0.99952537,0.91986185,0.1884996,0.010800294,0.9297546,0.013185561,-0.0067731324,0.9602677,0.5647538,0.6043204,0.999960781870807,0.0039806366,0.002245809,9.78406055233342,0.02028485,42.86994,0.0043880986,0.9998444440148,0.027656358,0.9960448,0.9606278,0.924462
IMG_12_BLU_2,64.1093113066967,29.347857,0.941747475646602,0.991971274517508,0.990851,0.5819103,1.5554152,0.16205594,0.6834992,0.112710595,-0.035429668,0.7237408,0.46414357,0.5928107,0.999688839694722,0.11298734,0.03168661,83.0627028923399,0.09737017,29.338657,0.10132932,0.996091741282725,1.8037236,0.41088,0.8564554,0.7815965
IMG_12_BLU_3,51.2850698141742,26.15528,0.886382344623398,0.97854590663204,0.9743083,0.38500592,2.84941,0.3085319,0.4680863,0.18474853,-0.060706556,0.39208543,0.3505836,0.5349573,0.998221216291609,0.25743347,0.065827206,134.641838444671,0.16548584,26.153917,0.22540343,0.98778211405848,5.5453815,0.00028898614,0.5097921,0.34663916
IMG_12_BLU_4,43.1897743900641,25.255157,0.866674777391529,0.970519965743933,0.9631708,0.32336754,3.3679237,0.34864083,0.4278907,0.20844573,-0.066867694,0.259616,0.2999298,0.48546827,0.996129617355003,0.30406237,0.08590852,149.62535409536,0.19381325,25.27063,0.26902026,0.982119944838536,7.783011,1.9121184e-05,0.39096773,0.20819046
IMG_12_BLU_5,29.7513804670327,23.019571,0.81520455814728,0.934865167467562,0.91877544,0.19154474,5.1372313,0.46228376,0.33151686,0.280227,-0.07909994,0.064795665,0.17193274,0.39103395,0.971698384719336,0.42931587,0.14490114,178.071477708027,0.30761343,23.196955,0.38644433,0.962512318421977,18.91412,2.2180675e-08,0.2325406,0.020520072
IMG_12_BLU_6,15.6617969130219,20.837297,0.774161247506434,0.886232219964879,0.8693525,0.12020106,5.6423497,0.5371376,0.2750488,0.3498643,-0.08689995,0.014616006,0.061798353,0.38201502,0.865228745758062,0.5121025,0.18806869,198.69002028693,0.42580462,21.026905,0.4500959,0.945704637505298,33.780388,1.623704e-09,0.16972798,0.0063977833
IMG_13_BLU_1,80.6269192251041,50.57796,0.995650247184327,0.999453618623596,0.9997688,0.93064576,0.09770339,0.00582959,0.92201173,0.022313476,-0.006389358,0.9394941,0.48439786,0.53575844,0.998870165463324,0.0054731965,0.00035720115,0,0.014002487,51.890495,0.0013164096,0.99996097280747,0.0071025016,0.9415443,0.9783665,0.959365
IMG_13_BLU_2,73.4181760201416,39.6748,0.963972956123704,0.994573621035025,0.994519,0.66726536,0.6798218,0.102304175,0.8958749,0.1405133,-0.021409707,0.9326344,0.4557003,0.5298551,0.996619807696219,0.095623195,0.0071292664,2.64059718068601,0.05549189,41.111855,0.03202185,0.999274760331445,0.36555153,0.93922246,0.9811229,0.9618809
IMG_13_BLU_3,58.009063059686,36.98501,0.932337923580918,0.985884968527392,0.979483,0.43139452,1.3608855,0.21397503,0.7554934,0.21824634,-0.03602404,0.9073603,0.4276553,0.5225123,0.986331241487292,0.20802909,0.02547892,12.9271239085833,0.08951768,38.258583,0.078705534,0.997535228335023,1.3793851,0.89507836,0.9807271,0.9538146
IMG_13_BLU_4,44.8127279090294,35.9235,0.918980231060907,0.980729435401182,0.9689828,0.35144585,1.6286808,0.25743195,0.69058144,0.24759048,-0.039699197,0.8877799,0.4115699,0.5193538,0.978968343733009,0.2648673,0.037739355,18.6342268684693,0.10457058,36.9774,0.09474522,0.9963885610165,2.074207,0.8312054,0.9791615,0.9432915
